bom_id,sku_id,product_id,component_name,component_weight,recyclable,recycled_content_percentage,supplier_name,cost_per_component,hazardous_material_flag
BOM21810,SKU21810,21810,Battery,599,No,18,Tech Components,1071,No
BOM21811,SKU21811,21811,Battery,690,No,96,ABC Ltd,2963,Yes
BOM21812,SKU21812,21812,Battery,154,No,19,ABC Ltd,1475,No
BOM21813,SKU21813,21813,Motherboard,133,No,73,ABC Ltd,1139,No
BOM21814,SKU21814,21814,Battery,706,No,51,XYZ Pvt Ltd,2449,Yes
BOM21815,SKU21815,21815,Screen,803,No,5,Tech Components,1438,No
BOM21816,SKU21816,21816,Screen,335,Yes,19,XYZ Pvt Ltd,1055,No
BOM21817,SKU21817,21817,Battery,697,Yes,12,XYZ Pvt Ltd,3072,Yes
BOM21818,SKU21818,21818,Battery,142,Yes,11,Tech Components,4888,Yes
BOM21819,SKU21819,21819,Battery,328,Yes,54,ABC Ltd,3840,No
BOM21820,SKU21820,21820,Keyboard,759,Yes,34,XYZ Pvt Ltd,4964,No
BOM21821,SKU21821,21821,Motherboard,215,Yes,22,Tech Components,4933,No
BOM21822,SKU21822,21822,Battery,819,No,92,Tech Components,3567,Yes
BOM21823,SKU21823,21823,Screen,587,No,100,Tech Components,4684,No
BOM21824,SKU21824,21824,Motherboard,585,Yes,74,ABC Ltd,4708,Yes
BOM21825,SKU21825,21825,Battery,320,No,47,Tech Components,1354,No
BOM21826,SKU21826,21826,Screen,677,No,78,ABC Ltd,3534,No
BOM21827,SKU21827,21827,Battery,710,No,68,XYZ Pvt Ltd,3175,No
BOM21828,SKU21828,21828,Battery,205,No,18,XYZ Pvt Ltd,1902,Yes
BOM21829,SKU21829,21829,Keyboard,689,Yes,52,ABC Ltd,3738,Yes
BOM21830,SKU21830,21830,Screen,747,No,24,Tech Components,4949,No
BOM21831,SKU21831,21831,Screen,722,No,100,Tech Components,3997,Yes
BOM21832,SKU21832,21832,Motherboard,358,Yes,58,ABC Ltd,3876,Yes
BOM21833,SKU21833,21833,Battery,815,No,23,Tech Components,2008,No
BOM21834,SKU21834,21834,Battery,934,Yes,23,Tech Components,3831,No
BOM21835,SKU21835,21835,Motherboard,517,No,60,ABC Ltd,2939,No
BOM21836,SKU21836,21836,Keyboard,538,No,92,Tech Components,745,Yes
BOM21837,SKU21837,21837,Battery,288,Yes,34,XYZ Pvt Ltd,4842,Yes
BOM21838,SKU21838,21838,Battery,695,No,49,XYZ Pvt Ltd,905,No
BOM21839,SKU21839,21839,Keyboard,318,No,29,ABC Ltd,1189,No
BOM21840,SKU21840,21840,Keyboard,583,No,85,Tech Components,4265,No
BOM21841,SKU21841,21841,Keyboard,764,Yes,5,XYZ Pvt Ltd,4220,Yes
BOM21842,SKU21842,21842,Keyboard,887,No,0,Tech Components,3888,No
BOM21843,SKU21843,21843,Keyboard,797,Yes,94,ABC Ltd,4624,No
BOM21844,SKU21844,21844,Keyboard,475,No,40,Tech Components,1257,Yes
BOM21845,SKU21845,21845,Motherboard,442,Yes,31,XYZ Pvt Ltd,1385,No
BOM21846,SKU21846,21846,Screen,957,No,73,XYZ Pvt Ltd,2165,Yes
BOM21847,SKU21847,21847,Screen,588,Yes,55,Tech Components,1946,Yes
BOM21848,SKU21848,21848,Motherboard,886,No,16,Tech Components,1340,Yes
BOM21849,SKU21849,21849,Screen,729,Yes,70,ABC Ltd,4555,No
BOM21850,SKU21850,21850,Keyboard,745,Yes,9,XYZ Pvt Ltd,4421,Yes
BOM21851,SKU21851,21851,Screen,634,No,16,XYZ Pvt Ltd,4002,Yes
BOM21852,SKU21852,21852,Keyboard,808,Yes,23,XYZ Pvt Ltd,2343,Yes
BOM21853,SKU21853,21853,Battery,165,No,77,XYZ Pvt Ltd,2997,No
BOM21854,SKU21854,21854,Keyboard,579,No,64,Tech Components,4484,No
BOM21855,SKU21855,21855,Keyboard,814,Yes,63,XYZ Pvt Ltd,4127,Yes
BOM21856,SKU21856,21856,Keyboard,170,No,75,ABC Ltd,4163,No
BOM21857,SKU21857,21857,Keyboard,818,Yes,1,ABC Ltd,1510,No
BOM21858,SKU21858,21858,Screen,444,No,97,ABC Ltd,2678,No
BOM21859,SKU21859,21859,Motherboard,389,Yes,64,Tech Components,1297,Yes
BOM21860,SKU21860,21860,Battery,254,Yes,15,ABC Ltd,2929,Yes
BOM21861,SKU21861,21861,Keyboard,244,No,86,ABC Ltd,4754,No
BOM21862,SKU21862,21862,Screen,183,Yes,59,Tech Components,4089,Yes
BOM21863,SKU21863,21863,Battery,510,Yes,58,ABC Ltd,1161,Yes
BOM21864,SKU21864,21864,Screen,639,Yes,7,Tech Components,3144,No
BOM21865,SKU21865,21865,Battery,102,No,62,Tech Components,3845,No
BOM21866,SKU21866,21866,Battery,719,Yes,29,XYZ Pvt Ltd,4441,No
BOM21867,SKU21867,21867,Keyboard,431,Yes,0,XYZ Pvt Ltd,2308,Yes
BOM21868,SKU21868,21868,Motherboard,813,Yes,49,ABC Ltd,3978,No
BOM21869,SKU21869,21869,Keyboard,287,No,67,XYZ Pvt Ltd,1081,No
BOM21870,SKU21870,21870,Battery,435,Yes,91,ABC Ltd,844,No
BOM21871,SKU21871,21871,Motherboard,367,Yes,21,Tech Components,3202,No
BOM21872,SKU21872,21872,Keyboard,340,No,3,Tech Components,3351,No
BOM21873,SKU21873,21873,Keyboard,240,Yes,7,Tech Components,2024,No
BOM21874,SKU21874,21874,Keyboard,527,Yes,47,ABC Ltd,2849,Yes
BOM21875,SKU21875,21875,Motherboard,497,No,46,ABC Ltd,2390,No
BOM21876,SKU21876,21876,Screen,135,No,88,XYZ Pvt Ltd,3475,No
BOM21877,SKU21877,21877,Keyboard,434,Yes,94,XYZ Pvt Ltd,1060,Yes
BOM21878,SKU21878,21878,Motherboard,718,No,45,Tech Components,2499,Yes
BOM21879,SKU21879,21879,Keyboard,712,No,31,XYZ Pvt Ltd,3337,Yes
BOM21880,SKU21880,21880,Motherboard,317,Yes,58,Tech Components,1726,Yes
BOM21881,SKU21881,21881,Battery,564,Yes,6,Tech Components,1163,Yes
BOM21882,SKU21882,21882,Battery,501,Yes,25,ABC Ltd,4180,Yes
BOM21883,SKU21883,21883,Keyboard,487,Yes,81,ABC Ltd,1593,No
BOM21884,SKU21884,21884,Screen,158,Yes,15,ABC Ltd,3376,No
BOM21885,SKU21885,21885,Motherboard,467,Yes,51,Tech Components,1668,No
BOM21886,SKU21886,21886,Keyboard,768,No,57,XYZ Pvt Ltd,2980,Yes
BOM21887,SKU21887,21887,Battery,543,Yes,89,Tech Components,4233,Yes
BOM21888,SKU21888,21888,Motherboard,237,No,35,XYZ Pvt Ltd,3929,No
BOM21889,SKU21889,21889,Screen,762,No,38,Tech Components,3654,Yes
BOM21890,SKU21890,21890,Screen,856,Yes,4,XYZ Pvt Ltd,1693,Yes
BOM21891,SKU21891,21891,Motherboard,725,Yes,75,Tech Components,3285,Yes
BOM21892,SKU21892,21892,Motherboard,920,Yes,92,XYZ Pvt Ltd,3669,Yes
BOM21893,SKU21893,21893,Battery,324,Yes,53,ABC Ltd,4367,No
BOM21894,SKU21894,21894,Motherboard,959,Yes,72,ABC Ltd,929,Yes
BOM21895,SKU21895,21895,Screen,286,Yes,64,XYZ Pvt Ltd,3947,No
BOM21896,SKU21896,21896,Battery,688,No,65,ABC Ltd,853,Yes
BOM21897,SKU21897,21897,Motherboard,233,Yes,67,ABC Ltd,1963,No
BOM21898,SKU21898,21898,Screen,744,No,77,Tech Components,2672,Yes
BOM21899,SKU21899,21899,Motherboard,736,Yes,34,Tech Components,4955,No
BOM21900,SKU21900,21900,Motherboard,305,Yes,40,Tech Components,2971,Yes
BOM21901,SKU21901,21901,Keyboard,364,Yes,8,XYZ Pvt Ltd,2831,No
BOM21902,SKU21902,21902,Motherboard,875,Yes,1,Tech Components,4824,No
BOM21903,SKU21903,21903,Keyboard,156,Yes,1,Tech Components,4238,No
BOM21904,SKU21904,21904,Battery,947,No,14,XYZ Pvt Ltd,2457,Yes
BOM21905,SKU21905,21905,Keyboard,342,No,30,ABC Ltd,3553,Yes
BOM21906,SKU21906,21906,Battery,995,Yes,33,XYZ Pvt Ltd,928,Yes
BOM21907,SKU21907,21907,Battery,764,No,85,ABC Ltd,1838,No
BOM21908,SKU21908,21908,Screen,137,Yes,26,Tech Components,828,Yes
BOM21909,SKU21909,21909,Screen,835,Yes,27,Tech Components,4046,Yes
BOM21910,SKU21910,21910,Battery,128,No,1,XYZ Pvt Ltd,1018,Yes
BOM21911,SKU21911,21911,Motherboard,570,No,30,Tech Components,2551,No
BOM21912,SKU21912,21912,Battery,920,Yes,65,ABC Ltd,1305,No
BOM21913,SKU21913,21913,Battery,983,Yes,3,XYZ Pvt Ltd,3441,Yes
BOM21914,SKU21914,21914,Keyboard,828,Yes,16,Tech Components,3896,Yes
BOM21915,SKU21915,21915,Battery,896,Yes,13,ABC Ltd,3349,No
BOM21916,SKU21916,21916,Motherboard,806,No,26,Tech Components,2658,No
BOM21917,SKU21917,21917,Motherboard,346,No,4,ABC Ltd,2592,No
BOM21918,SKU21918,21918,Battery,762,Yes,76,XYZ Pvt Ltd,3890,Yes
BOM21919,SKU21919,21919,Screen,693,Yes,24,ABC Ltd,1368,Yes
BOM21920,SKU21920,21920,Battery,468,No,75,ABC Ltd,4128,No
BOM21921,SKU21921,21921,Motherboard,250,Yes,15,Tech Components,595,No
BOM21922,SKU21922,21922,Motherboard,606,Yes,97,Tech Components,4211,No
BOM21923,SKU21923,21923,Keyboard,605,No,9,XYZ Pvt Ltd,2453,Yes
BOM21924,SKU21924,21924,Screen,254,Yes,95,ABC Ltd,2823,No
BOM21925,SKU21925,21925,Keyboard,613,No,40,XYZ Pvt Ltd,3191,Yes
BOM21926,SKU21926,21926,Screen,554,Yes,56,ABC Ltd,1945,No
BOM21927,SKU21927,21927,Screen,235,No,80,ABC Ltd,2519,Yes
BOM21928,SKU21928,21928,Battery,496,No,57,Tech Components,849,Yes
BOM21929,SKU21929,21929,Screen,627,Yes,28,Tech Components,3346,Yes
BOM21930,SKU21930,21930,Motherboard,418,No,95,XYZ Pvt Ltd,3294,No
BOM21931,SKU21931,21931,Screen,675,No,43,XYZ Pvt Ltd,2089,No
BOM21932,SKU21932,21932,Battery,503,Yes,7,XYZ Pvt Ltd,2490,Yes
BOM21933,SKU21933,21933,Screen,676,No,62,ABC Ltd,4398,No
BOM21934,SKU21934,21934,Screen,921,Yes,62,ABC Ltd,2836,Yes
BOM21935,SKU21935,21935,Battery,293,No,4,XYZ Pvt Ltd,1007,No
BOM21936,SKU21936,21936,Motherboard,465,Yes,58,XYZ Pvt Ltd,3268,Yes
BOM21937,SKU21937,21937,Screen,803,No,47,XYZ Pvt Ltd,1741,No
BOM21938,SKU21938,21938,Battery,137,No,0,Tech Components,2268,No
BOM21939,SKU21939,21939,Screen,739,Yes,5,ABC Ltd,1232,Yes
BOM21940,SKU21940,21940,Motherboard,164,No,93,ABC Ltd,2018,No
BOM21941,SKU21941,21941,Keyboard,487,No,51,Tech Components,3677,No
BOM21942,SKU21942,21942,Motherboard,895,Yes,27,Tech Components,696,No
BOM21943,SKU21943,21943,Motherboard,565,Yes,19,XYZ Pvt Ltd,3099,Yes
BOM21944,SKU21944,21944,Screen,683,Yes,83,Tech Components,2040,Yes
BOM21945,SKU21945,21945,Motherboard,541,No,60,XYZ Pvt Ltd,2555,No
BOM21946,SKU21946,21946,Keyboard,632,Yes,72,Tech Components,3734,Yes
BOM21947,SKU21947,21947,Keyboard,758,No,19,ABC Ltd,3311,Yes
BOM21948,SKU21948,21948,Keyboard,517,No,31,XYZ Pvt Ltd,1988,No
BOM21949,SKU21949,21949,Battery,179,Yes,5,XYZ Pvt Ltd,2872,Yes
BOM21950,SKU21950,21950,Screen,385,No,1,ABC Ltd,3675,No
BOM21951,SKU21951,21951,Keyboard,730,No,37,XYZ Pvt Ltd,3467,No
BOM21952,SKU21952,21952,Battery,953,Yes,11,XYZ Pvt Ltd,2198,Yes
BOM21953,SKU21953,21953,Battery,333,No,75,Tech Components,3377,Yes
BOM21954,SKU21954,21954,Battery,265,No,28,Tech Components,535,No
BOM21955,SKU21955,21955,Keyboard,372,No,52,ABC Ltd,873,No
BOM21956,SKU21956,21956,Keyboard,958,Yes,32,XYZ Pvt Ltd,1593,No
BOM21957,SKU21957,21957,Battery,436,Yes,33,Tech Components,2057,Yes
BOM21958,SKU21958,21958,Keyboard,155,Yes,57,XYZ Pvt Ltd,1755,No
BOM21959,SKU21959,21959,Screen,613,No,97,ABC Ltd,3437,Yes
BOM21960,SKU21960,21960,Motherboard,768,No,41,XYZ Pvt Ltd,716,Yes
BOM21961,SKU21961,21961,Screen,249,No,13,ABC Ltd,3200,Yes
BOM21962,SKU21962,21962,Battery,743,Yes,79,Tech Components,1235,Yes
BOM21963,SKU21963,21963,Keyboard,494,No,54,Tech Components,3441,No
BOM21964,SKU21964,21964,Battery,397,No,42,XYZ Pvt Ltd,4139,Yes
BOM21965,SKU21965,21965,Keyboard,894,Yes,94,XYZ Pvt Ltd,3115,Yes
BOM21966,SKU21966,21966,Motherboard,206,No,33,Tech Components,993,Yes
BOM21967,SKU21967,21967,Keyboard,982,No,57,ABC Ltd,1923,Yes
BOM21968,SKU21968,21968,Screen,960,No,57,Tech Components,4222,No
BOM21969,SKU21969,21969,Battery,631,Yes,34,ABC Ltd,3291,No
BOM21970,SKU21970,21970,Keyboard,184,No,85,ABC Ltd,1455,Yes
BOM21971,SKU21971,21971,Screen,777,Yes,3,Tech Components,2118,No
BOM21972,SKU21972,21972,Keyboard,248,No,39,XYZ Pvt Ltd,3986,No
BOM21973,SKU21973,21973,Battery,542,Yes,70,ABC Ltd,1383,Yes
BOM21974,SKU21974,21974,Keyboard,108,Yes,83,XYZ Pvt Ltd,4551,No
BOM21975,SKU21975,21975,Keyboard,268,No,36,ABC Ltd,4282,No
BOM21976,SKU21976,21976,Screen,844,Yes,16,Tech Components,3511,No
BOM21977,SKU21977,21977,Battery,944,Yes,23,ABC Ltd,3837,No
BOM21978,SKU21978,21978,Battery,314,Yes,90,ABC Ltd,2945,No
BOM21979,SKU21979,21979,Keyboard,588,No,62,ABC Ltd,2713,No
BOM21980,SKU21980,21980,Motherboard,256,Yes,69,Tech Components,3478,No
BOM21981,SKU21981,21981,Battery,655,Yes,66,Tech Components,2176,Yes
BOM21982,SKU21982,21982,Screen,772,Yes,89,XYZ Pvt Ltd,3268,No
BOM21983,SKU21983,21983,Motherboard,805,No,54,Tech Components,2076,No
BOM21984,SKU21984,21984,Battery,273,Yes,74,XYZ Pvt Ltd,2461,No
BOM21985,SKU21985,21985,Motherboard,675,Yes,90,Tech Components,1215,Yes
BOM21986,SKU21986,21986,Battery,781,No,87,Tech Components,1820,Yes
BOM21987,SKU21987,21987,Battery,722,Yes,30,Tech Components,626,No
BOM21988,SKU21988,21988,Keyboard,349,No,67,ABC Ltd,4363,No
BOM21989,SKU21989,21989,Keyboard,188,Yes,1,XYZ Pvt Ltd,2590,Yes
BOM21990,SKU21990,21990,Keyboard,841,No,34,XYZ Pvt Ltd,4284,No
BOM21991,SKU21991,21991,Screen,871,Yes,47,ABC Ltd,636,No
BOM21992,SKU21992,21992,Battery,325,Yes,32,XYZ Pvt Ltd,1931,Yes
BOM21993,SKU21993,21993,Motherboard,363,No,49,XYZ Pvt Ltd,2464,Yes
BOM21994,SKU21994,21994,Keyboard,138,Yes,73,Tech Components,4984,No
BOM21995,SKU21995,21995,Battery,755,Yes,31,ABC Ltd,3387,Yes
BOM21996,SKU21996,21996,Battery,298,Yes,97,ABC Ltd,2015,Yes
BOM21997,SKU21997,21997,Keyboard,646,Yes,64,ABC Ltd,915,Yes
BOM21998,SKU21998,21998,Keyboard,140,Yes,20,XYZ Pvt Ltd,2117,No
BOM21999,SKU21999,21999,Keyboard,823,Yes,5,Tech Components,3052,Yes
BOM22000,SKU22000,22000,Battery,899,Yes,22,Tech Components,945,No
BOM22001,SKU22001,22001,Keyboard,809,Yes,56,XYZ Pvt Ltd,1776,No
BOM22002,SKU22002,22002,Screen,986,No,57,Tech Components,2537,No
BOM22003,SKU22003,22003,Battery,852,Yes,90,Tech Components,2900,Yes
BOM22004,SKU22004,22004,Keyboard,715,Yes,78,ABC Ltd,3513,Yes
BOM22005,SKU22005,22005,Screen,576,Yes,24,XYZ Pvt Ltd,2398,Yes
BOM22006,SKU22006,22006,Motherboard,271,Yes,81,ABC Ltd,3575,Yes
BOM22007,SKU22007,22007,Motherboard,506,Yes,89,Tech Components,3292,No
BOM22008,SKU22008,22008,Battery,572,Yes,11,Tech Components,3668,No
BOM22009,SKU22009,22009,Keyboard,189,Yes,45,Tech Components,3549,Yes
BOM22010,SKU22010,22010,Screen,248,Yes,9,Tech Components,1406,Yes
BOM22011,SKU22011,22011,Motherboard,780,Yes,38,Tech Components,4584,Yes
BOM22012,SKU22012,22012,Motherboard,782,No,28,Tech Components,590,Yes
BOM22013,SKU22013,22013,Keyboard,992,Yes,61,XYZ Pvt Ltd,3428,No
BOM22014,SKU22014,22014,Keyboard,858,No,4,XYZ Pvt Ltd,2364,Yes
BOM22015,SKU22015,22015,Screen,640,Yes,79,XYZ Pvt Ltd,1586,No
BOM22016,SKU22016,22016,Motherboard,104,Yes,28,XYZ Pvt Ltd,3151,Yes
BOM22017,SKU22017,22017,Screen,108,Yes,37,XYZ Pvt Ltd,3988,Yes
BOM22018,SKU22018,22018,Battery,652,No,82,Tech Components,1970,No
BOM22019,SKU22019,22019,Battery,270,No,56,Tech Components,1639,No
BOM22020,SKU22020,22020,Keyboard,360,No,8,XYZ Pvt Ltd,4726,No
BOM22021,SKU22021,22021,Screen,920,No,69,XYZ Pvt Ltd,2482,Yes
BOM22022,SKU22022,22022,Motherboard,804,Yes,81,Tech Components,3648,Yes
BOM22023,SKU22023,22023,Motherboard,721,No,73,XYZ Pvt Ltd,3201,Yes
BOM22024,SKU22024,22024,Battery,605,Yes,12,Tech Components,3676,No
BOM22025,SKU22025,22025,Screen,682,Yes,63,ABC Ltd,4991,No
BOM22026,SKU22026,22026,Motherboard,576,No,16,ABC Ltd,4591,Yes
BOM22027,SKU22027,22027,Battery,769,No,32,ABC Ltd,3349,No
BOM22028,SKU22028,22028,Motherboard,532,Yes,61,Tech Components,1424,Yes
BOM22029,SKU22029,22029,Screen,986,Yes,11,ABC Ltd,3355,No
BOM22030,SKU22030,22030,Motherboard,564,No,63,XYZ Pvt Ltd,2031,No
BOM22031,SKU22031,22031,Battery,228,Yes,91,XYZ Pvt Ltd,3737,Yes
BOM22032,SKU22032,22032,Motherboard,936,No,40,Tech Components,3534,No
BOM22033,SKU22033,22033,Battery,840,Yes,95,ABC Ltd,4074,No
BOM22034,SKU22034,22034,Screen,694,No,8,XYZ Pvt Ltd,5000,No
BOM22035,SKU22035,22035,Motherboard,157,Yes,58,Tech Components,2638,No
BOM22036,SKU22036,22036,Motherboard,351,Yes,86,ABC Ltd,3176,Yes
BOM22037,SKU22037,22037,Motherboard,600,Yes,72,Tech Components,4791,Yes
BOM22038,SKU22038,22038,Battery,837,Yes,6,ABC Ltd,2316,Yes
BOM22039,SKU22039,22039,Battery,868,Yes,85,Tech Components,4157,Yes
BOM22040,SKU22040,22040,Screen,921,Yes,71,XYZ Pvt Ltd,3426,Yes
BOM22041,SKU22041,22041,Screen,866,No,64,ABC Ltd,2044,No
BOM22042,SKU22042,22042,Screen,281,Yes,78,XYZ Pvt Ltd,3759,Yes
BOM22043,SKU22043,22043,Battery,232,Yes,56,Tech Components,3834,No
BOM22044,SKU22044,22044,Motherboard,291,No,65,ABC Ltd,1711,No
BOM22045,SKU22045,22045,Screen,362,Yes,4,XYZ Pvt Ltd,4299,Yes
BOM22046,SKU22046,22046,Screen,789,Yes,69,XYZ Pvt Ltd,4971,No
BOM22047,SKU22047,22047,Motherboard,371,Yes,97,XYZ Pvt Ltd,1202,No
BOM22048,SKU22048,22048,Motherboard,672,No,49,ABC Ltd,4478,No
BOM22049,SKU22049,22049,Battery,964,Yes,92,Tech Components,4350,No
BOM22050,SKU22050,22050,Screen,252,No,65,XYZ Pvt Ltd,595,No
BOM22051,SKU22051,22051,Battery,354,No,96,ABC Ltd,4691,No
BOM22052,SKU22052,22052,Keyboard,608,No,76,XYZ Pvt Ltd,3395,Yes
BOM22053,SKU22053,22053,Motherboard,363,Yes,11,ABC Ltd,4363,No
BOM22054,SKU22054,22054,Keyboard,816,Yes,10,XYZ Pvt Ltd,2269,Yes
BOM22055,SKU22055,22055,Keyboard,100,No,72,XYZ Pvt Ltd,789,No
BOM22056,SKU22056,22056,Battery,679,No,18,Tech Components,1278,Yes
BOM22057,SKU22057,22057,Screen,807,Yes,69,Tech Components,1161,Yes
BOM22058,SKU22058,22058,Screen,814,No,56,XYZ Pvt Ltd,2512,Yes
BOM22059,SKU22059,22059,Battery,294,No,59,Tech Components,2638,Yes
BOM22060,SKU22060,22060,Keyboard,982,No,84,ABC Ltd,1769,Yes
BOM22061,SKU22061,22061,Screen,953,No,40,Tech Components,3896,Yes
BOM22062,SKU22062,22062,Keyboard,629,Yes,0,ABC Ltd,3776,No
BOM22063,SKU22063,22063,Keyboard,408,Yes,68,XYZ Pvt Ltd,3404,Yes
BOM22064,SKU22064,22064,Keyboard,359,Yes,80,ABC Ltd,4573,No
BOM22065,SKU22065,22065,Motherboard,295,Yes,4,ABC Ltd,4852,No
BOM22066,SKU22066,22066,Keyboard,403,No,22,Tech Components,1665,Yes
BOM22067,SKU22067,22067,Motherboard,480,No,55,XYZ Pvt Ltd,1302,Yes
BOM22068,SKU22068,22068,Battery,964,Yes,18,XYZ Pvt Ltd,2065,No
BOM22069,SKU22069,22069,Motherboard,419,No,76,Tech Components,4990,Yes
BOM22070,SKU22070,22070,Battery,259,Yes,10,XYZ Pvt Ltd,2282,No
BOM22071,SKU22071,22071,Screen,227,No,44,ABC Ltd,4938,No
BOM22072,SKU22072,22072,Battery,394,Yes,8,ABC Ltd,3437,Yes
BOM22073,SKU22073,22073,Battery,547,No,4,XYZ Pvt Ltd,4657,Yes
BOM22074,SKU22074,22074,Keyboard,938,No,49,XYZ Pvt Ltd,3322,No
BOM22075,SKU22075,22075,Keyboard,798,Yes,96,Tech Components,3090,Yes
BOM22076,SKU22076,22076,Keyboard,928,Yes,59,Tech Components,2034,Yes
BOM22077,SKU22077,22077,Motherboard,645,Yes,30,XYZ Pvt Ltd,905,Yes
BOM22078,SKU22078,22078,Screen,108,Yes,14,Tech Components,3835,Yes
BOM22079,SKU22079,22079,Screen,821,Yes,18,ABC Ltd,4034,Yes
BOM22080,SKU22080,22080,Keyboard,750,No,52,Tech Components,530,No
BOM22081,SKU22081,22081,Motherboard,262,Yes,17,XYZ Pvt Ltd,3541,Yes
BOM22082,SKU22082,22082,Screen,744,No,41,Tech Components,3901,Yes
BOM22083,SKU22083,22083,Screen,335,Yes,58,ABC Ltd,717,Yes
BOM22084,SKU22084,22084,Screen,125,No,38,ABC Ltd,2566,No
BOM22085,SKU22085,22085,Motherboard,599,Yes,85,XYZ Pvt Ltd,3206,Yes
BOM22086,SKU22086,22086,Screen,984,No,67,Tech Components,3213,No
BOM22087,SKU22087,22087,Motherboard,255,Yes,40,XYZ Pvt Ltd,4342,Yes
BOM22088,SKU22088,22088,Keyboard,492,No,93,XYZ Pvt Ltd,4502,No
BOM22089,SKU22089,22089,Screen,405,No,1,Tech Components,3182,No
BOM22090,SKU22090,22090,Motherboard,100,No,73,ABC Ltd,1009,No
BOM22091,SKU22091,22091,Screen,601,No,0,XYZ Pvt Ltd,1700,Yes
BOM22092,SKU22092,22092,Screen,534,Yes,74,XYZ Pvt Ltd,4056,Yes
BOM22093,SKU22093,22093,Motherboard,904,Yes,38,XYZ Pvt Ltd,1571,No
BOM22094,SKU22094,22094,Screen,307,No,23,ABC Ltd,2523,No
BOM22095,SKU22095,22095,Battery,601,Yes,52,ABC Ltd,2134,Yes
BOM22096,SKU22096,22096,Keyboard,268,Yes,15,Tech Components,1860,No
BOM22097,SKU22097,22097,Motherboard,450,No,75,XYZ Pvt Ltd,1205,Yes
BOM22098,SKU22098,22098,Motherboard,904,No,33,ABC Ltd,2862,No
BOM22099,SKU22099,22099,Keyboard,568,No,14,ABC Ltd,1759,Yes
BOM22100,SKU22100,22100,Motherboard,883,No,33,XYZ Pvt Ltd,1810,No
BOM22101,SKU22101,22101,Keyboard,569,No,0,Tech Components,2218,Yes
BOM22102,SKU22102,22102,Battery,159,No,45,XYZ Pvt Ltd,567,Yes
BOM22103,SKU22103,22103,Battery,690,No,61,ABC Ltd,4441,No
BOM22104,SKU22104,22104,Keyboard,685,Yes,19,Tech Components,1612,No
BOM22105,SKU22105,22105,Battery,609,Yes,47,ABC Ltd,2914,Yes
BOM22106,SKU22106,22106,Keyboard,576,Yes,31,ABC Ltd,509,No
BOM22107,SKU22107,22107,Battery,997,No,5,Tech Components,4165,No
BOM22108,SKU22108,22108,Keyboard,727,Yes,88,Tech Components,3737,No
BOM22109,SKU22109,22109,Battery,680,Yes,2,Tech Components,3147,Yes
BOM22110,SKU22110,22110,Battery,704,Yes,53,ABC Ltd,4915,Yes
BOM22111,SKU22111,22111,Screen,899,No,73,ABC Ltd,3283,Yes
BOM22112,SKU22112,22112,Battery,830,No,61,XYZ Pvt Ltd,3458,No
BOM22113,SKU22113,22113,Keyboard,426,No,2,ABC Ltd,3660,Yes
BOM22114,SKU22114,22114,Screen,853,No,45,Tech Components,2332,Yes
BOM22115,SKU22115,22115,Battery,937,Yes,12,XYZ Pvt Ltd,4887,Yes
BOM22116,SKU22116,22116,Keyboard,331,No,88,ABC Ltd,765,No
BOM22117,SKU22117,22117,Battery,734,No,30,Tech Components,2970,Yes
BOM22118,SKU22118,22118,Screen,213,Yes,72,XYZ Pvt Ltd,2588,Yes
BOM22119,SKU22119,22119,Screen,403,Yes,78,ABC Ltd,2890,No
BOM22120,SKU22120,22120,Battery,305,Yes,6,XYZ Pvt Ltd,3712,No
BOM22121,SKU22121,22121,Motherboard,517,No,50,ABC Ltd,2671,No
BOM22122,SKU22122,22122,Screen,304,Yes,29,ABC Ltd,4793,No
BOM22123,SKU22123,22123,Battery,653,No,63,ABC Ltd,4518,Yes
BOM22124,SKU22124,22124,Motherboard,344,Yes,27,XYZ Pvt Ltd,4920,Yes
BOM22125,SKU22125,22125,Motherboard,450,Yes,85,ABC Ltd,4558,Yes
BOM22126,SKU22126,22126,Screen,792,No,76,ABC Ltd,4160,Yes
BOM22127,SKU22127,22127,Keyboard,394,No,81,XYZ Pvt Ltd,2856,Yes
BOM22128,SKU22128,22128,Screen,639,No,59,XYZ Pvt Ltd,2845,Yes
BOM22129,SKU22129,22129,Motherboard,459,Yes,21,ABC Ltd,1876,Yes
BOM22130,SKU22130,22130,Motherboard,731,Yes,86,XYZ Pvt Ltd,2043,No
BOM22131,SKU22131,22131,Keyboard,945,Yes,88,Tech Components,3377,No
BOM22132,SKU22132,22132,Screen,774,No,11,Tech Components,4313,Yes
BOM22133,SKU22133,22133,Screen,771,No,61,Tech Components,3064,No
BOM22134,SKU22134,22134,Screen,954,Yes,60,XYZ Pvt Ltd,4630,No
BOM22135,SKU22135,22135,Battery,308,No,56,Tech Components,1882,No
BOM22136,SKU22136,22136,Motherboard,140,Yes,56,Tech Components,3566,Yes
BOM22137,SKU22137,22137,Keyboard,171,Yes,93,ABC Ltd,3328,Yes
BOM22138,SKU22138,22138,Motherboard,529,No,100,Tech Components,1281,Yes
BOM22139,SKU22139,22139,Screen,769,Yes,72,ABC Ltd,3135,Yes
BOM22140,SKU22140,22140,Screen,927,No,47,XYZ Pvt Ltd,4025,Yes
BOM22141,SKU22141,22141,Motherboard,226,Yes,62,ABC Ltd,3974,Yes
